"","participant","trial_index","trial_cond","scn_file","scn_cat","scn_inst","scn_condition","obj_cat","obj_cat_num","obj_file","quadrant","corr_ans","key_resp_trial.keys","key_resp_trial.rt","trial_acc","iteration_index","trial_acc_manual","group"
"11",56,1,0.9,"stim/12.jpeg",1,2,3,"HouseObjects",2,"stim/objects/HouseObjects/flyswatter2.png",1,"right","right",1.104000092,1,1,1,0
"12",56,2,0.5,"stim/42.jpeg",4,2,1,"Instruments",1,"stim/objects/Instruments/frenchhorn.png",2,"left","right",0.843000174,0,1,0,0
"13",56,3,0.3,"stim/61.jpeg",6,1,2,"HouseObjects",2,"stim/objects/HouseObjects/coffee2.png",2,"right","left",0.971000195,0,1,0,0
"14",56,4,0.9,"stim/14.jpeg",1,4,3,"HouseObjects",2,"stim/objects/HouseObjects/glass2.png",1,"right","right",0.942000151,1,1,1,0
"15",56,5,0.3,"stim/61.jpeg",6,1,2,"HouseObjects",2,"stim/objects/HouseObjects/coffee2.png",3,"right","right",0.778000116,1,1,1,0
"16",56,6,0.9,"stim/23.jpeg",2,3,3,"Instruments",1,"stim/objects/Instruments/harp2.png",3,"left","left",0.71900034,1,1,1,0
"17",56,7,0.5,"stim/32.jpeg",3,2,1,"HouseObjects",2,"stim/objects/HouseObjects/cushion.png",1,"right","left",0.881000042,0,1,0,0
"18",56,8,0.5,"stim/43.jpeg",4,3,1,"HouseObjects",2,"stim/objects/HouseObjects/garbagebin.png",1,"right","left",0.949000359,0,1,0,0
"19",56,9,0.9,"stim/11.jpeg",1,1,3,"HouseObjects",2,"stim/objects/HouseObjects/dustpan2.png",4,"right","right",0.522000074,1,1,1,0
"20",56,10,0.5,"stim/43.jpeg",4,3,1,"Instruments",1,"stim/objects/Instruments/gong.png",2,"left","left",0.785000086,1,1,1,0
"21",56,11,0.5,"stim/31.jpeg",3,1,1,"HouseObjects",2,"stim/objects/HouseObjects/coffee.png",1,"right","left",1.253000021,0,1,0,0
"22",56,12,0.7,"stim/61.jpeg",6,1,2,"Instruments",1,"stim/objects/Instruments/drums2.png",1,"left","right",1.108000278,0,1,0,0
"23",56,13,0.5,"stim/32.jpeg",3,2,1,"Instruments",1,"stim/objects/Instruments/electricdrumset.png",4,"left","right",1.111000061,0,1,0,0
"24",56,14,0.9,"stim/22.jpeg",2,2,3,"Instruments",1,"stim/objects/Instruments/harmonica2.png",3,"left","left",0.955000162,1,1,1,0
"25",56,15,0.5,"stim/32.jpeg",3,2,1,"Instruments",1,"stim/objects/Instruments/electricdrumset.png",4,"left","right",1.318000317,0,1,0,0
"26",56,16,0.3,"stim/64.jpeg",6,4,2,"HouseObjects",2,"stim/objects/HouseObjects/doormat2.png",4,"right","left",1.141000271,0,1,0,0
"27",56,17,0.7,"stim/51.jpeg",5,1,2,"HouseObjects",2,"stim/objects/HouseObjects/glassmop.png",3,"right","right",1.090000153,1,1,1,0
"28",56,18,0.9,"stim/12.jpeg",1,2,3,"HouseObjects",2,"stim/objects/HouseObjects/flyswatter2.png",4,"right","left",1.147000074,0,1,0,0
"29",56,19,0.9,"stim/24.jpeg",2,4,3,"Instruments",1,"stim/objects/Instruments/hihat2.png",1,"left","right",1.298000097,0,1,0,0
"30",56,20,0.5,"stim/42.jpeg",4,2,1,"HouseObjects",2,"stim/objects/HouseObjects/flyswatter.png",2,"right","left",0.938000202,0,1,0,0
"31",56,21,0.5,"stim/34.jpeg",3,4,1,"Instruments",1,"stim/objects/Instruments/flute.png",2,"left","right",0.726000071,0,1,0,0
"32",56,22,0.9,"stim/22.jpeg",2,2,3,"Instruments",1,"stim/objects/Instruments/harmonica2.png",4,"left","right",0.980000019,0,1,0,0
"33",56,23,0.9,"stim/11.jpeg",1,1,3,"HouseObjects",2,"stim/objects/HouseObjects/dustpan2.png",1,"right","right",0.953000069,1,1,1,0
"34",56,24,0.9,"stim/11.jpeg",1,1,3,"HouseObjects",2,"stim/objects/HouseObjects/dustpan2.png",2,"right","right",0.618000269,1,1,1,0
"35",56,25,0.9,"stim/24.jpeg",2,4,3,"Instruments",1,"stim/objects/Instruments/hihat2.png",4,"left","left",0.701000214,1,1,1,0
"36",56,26,0.5,"stim/44.jpeg",4,4,1,"HouseObjects",2,"stim/objects/HouseObjects/glass.png",2,"right","right",1.002000093,1,1,1,0
"37",56,27,0.9,"stim/21.jpeg",2,1,3,"Instruments",1,"stim/objects/Instruments/guitarcase2.png",2,"left","left",0.830000162,1,1,1,0
"38",56,28,0.9,"stim/22.jpeg",2,2,3,"Instruments",1,"stim/objects/Instruments/harmonica2.png",2,"left","left",0.628000259,1,1,1,0
"39",56,29,0.5,"stim/34.jpeg",3,4,1,"Instruments",1,"stim/objects/Instruments/flute.png",1,"left","right",0.628000259,0,1,0,0
"40",56,30,0.5,"stim/41.jpeg",4,1,1,"HouseObjects",2,"stim/objects/HouseObjects/dustpan.png",4,"right","left",0.738000154,0,1,0,0
"41",56,31,0.7,"stim/62.jpeg",6,2,2,"Instruments",1,"stim/objects/Instruments/electricdrumset2.png",4,"left","left",0.985000134,1,1,1,0
"42",56,32,0.9,"stim/23.jpeg",2,3,3,"Instruments",1,"stim/objects/Instruments/harp2.png",2,"left","left",0.741000175,1,1,1,0
"43",56,33,0.7,"stim/63.jpeg",6,3,2,"Instruments",1,"stim/objects/Instruments/electricguitar2.png",2,"left","left",0.998000145,1,1,1,0
"44",56,34,0.5,"stim/31.jpeg",3,1,1,"HouseObjects",2,"stim/objects/HouseObjects/coffee.png",4,"right","right",0.601999998,1,1,1,0
