"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"244",2,"stim/11.jpeg",1,"Household items",45,55,32,5.605999947,1,50,1
"242",2,"stim/21.jpeg",2,"Music items",45,55,63,5.505999804,1,50,1
"241",2,"stim/31.jpeg",3,"Household items",65,75,93,6.114000082,1,70,1
"243",2,"stim/41.jpeg",4,"Household items",65,75,100,5.034000158,1,70,1
"245",2,"stim/51.jpeg",5,"Music items",5,15,58,5.661000013,1,10,1
"246",2,"stim/61.jpeg",6,"Household items",5,15,14,3.093999863,1,10,1
"578",2,"stim/11.jpeg",1,"Household items",45,55,20,5.401000023,2,50,1
"582",2,"stim/21.jpeg",2,"Music items",45,55,64,4.148000002,2,50,1
"581",2,"stim/31.jpeg",3,"Household items",65,75,0,2.657999992,2,70,1
"579",2,"stim/41.jpeg",4,"Household items",65,75,0,3.02699995,2,70,1
"580",2,"stim/51.jpeg",5,"Music items",5,15,60,18.06500006,2,10,1
"583",2,"stim/61.jpeg",6,"Household items",5,15,36,2.287999868,2,10,1
