"","participant","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","iteration_index","corr_rat","group"
"246",48,"stim/11.jpeg",1,"Music items",45,55,61,4.113000154,1,50,1
"243",48,"stim/21.jpeg",2,"Household items",45,55,60,4.447000027,1,50,1
"241",48,"stim/31.jpeg",3,"Music items",65,75,40,12.74000001,1,70,1
"245",48,"stim/41.jpeg",4,"Music items",65,75,84,3.292000055,1,70,1
"244",48,"stim/51.jpeg",5,"Household items",5,15,95,3.109999895,1,10,1
"242",48,"stim/61.jpeg",6,"Music items",5,15,93,4.000999928,1,10,1
"579",48,"stim/11.jpeg",1,"Music items",45,55,37,5.318000078,2,50,1
"578",48,"stim/21.jpeg",2,"Household items",45,55,60,12.14899993,2,50,1
"581",48,"stim/31.jpeg",3,"Music items",65,75,32,5.65899992,2,70,1
"580",48,"stim/41.jpeg",4,"Music items",65,75,62,9.178999901,2,70,1
"583",48,"stim/51.jpeg",5,"Household items",5,15,90,2.910000086,2,10,1
"582",48,"stim/61.jpeg",6,"Music items",5,15,90,4.395999908,2,10,1
