"","participant","iteration_index","scn_file","scn_cat","obj_cat_top","min_resp_top","max_resp_top","slider.response","slider.rt","rating_acc","corr_rat","group"
"255",17,1,"stim/11.jpeg",1,"Household items",45,55,43,8.986999989,0,50,1
"251",17,1,"stim/21.jpeg",2,"Music items",45,55,14,18.8039999,0,50,1
"254",17,1,"stim/31.jpeg",3,"Household items",65,75,7,2.923999786,0,70,1
"253",17,1,"stim/41.jpeg",4,"Household items",65,75,91,3.663000107,0,70,1
"256",17,1,"stim/51.jpeg",5,"Music items",5,15,62,6.57799983,0,10,1
"252",17,1,"stim/61.jpeg",6,"Household items",5,15,29,8.377000093,0,10,1
"502",17,2,"stim/11.jpeg",1,"Household items",45,55,16,9.042999983,0,50,1
"501",17,2,"stim/21.jpeg",2,"Music items",45,55,16,4.469000101,0,50,1
"498",17,2,"stim/31.jpeg",3,"Household items",65,75,10,7.020999908,0,70,1
"503",17,2,"stim/41.jpeg",4,"Household items",65,75,100,3.361999989,0,70,1
"499",17,2,"stim/51.jpeg",5,"Music items",5,15,38,6.892999887,0,10,1
"500",17,2,"stim/61.jpeg",6,"Household items",5,15,32,11.0079999,0,10,1
"750",17,3,"stim/11.jpeg",1,"Household items",45,55,20,4.068000078,0,50,1
"747",17,3,"stim/21.jpeg",2,"Music items",45,55,13,9.923000097,0,50,1
"746",17,3,"stim/31.jpeg",3,"Household items",65,75,10,10.82399988,0,70,1
"748",17,3,"stim/41.jpeg",4,"Household items",65,75,97,6.279999971,0,70,1
"745",17,3,"stim/51.jpeg",5,"Music items",5,15,50,14.92600012,0,10,1
"749",17,3,"stim/61.jpeg",6,"Household items",5,15,25,7.207999945,0,10,1
"992",17,4,"stim/11.jpeg",1,"Household items",45,55,20,6.661000013,0,50,1
"995",17,4,"stim/21.jpeg",2,"Music items",45,55,19,3.770999908,0,50,1
"997",17,4,"stim/31.jpeg",3,"Household items",65,75,10,5.007999897,0,70,1
"996",17,4,"stim/41.jpeg",4,"Household items",65,75,86,4.699999809,0,70,1
"993",17,4,"stim/51.jpeg",5,"Music items",5,15,51,5.707999945,0,10,1
"994",17,4,"stim/61.jpeg",6,"Household items",5,15,20,6.518999815,0,10,1
